収集日時,投稿日時,事業者,本文,判定
2026-06-23 03:54:18,2026-06-20 11:37:00,九州電力,パネルRに一括対応／循環モデルの構築へ ――九州電力グループ | 日報ビジネス nippo.co.jp/dn/daily-news-…,ニュートラル
2026-06-23 03:54:18,2026-06-22 15:42:00,九州電力,返信先:@SrUUfGaEgKoAfgM他1人それはある程度相性があるからね。それ言うなら九州電力落ちた同期が東京エレクトロン行ったし。,ニュートラル
2026-06-23 03:54:18,2026-06-22 09:30:00,九州電力,返信先:@tokyoAhehhdクラフティア本家とあんまり変わらんやんけ 1500億分を九州電力が持ってるから九州電力はやはりお得では?,ポジティブ
2026-06-23 03:54:18,2026-06-08 15:41:00,九州電力,今年の情報漏洩件数が1000万件以上ってやつが流れてきたけどそのほとんどの流出元九州電力のせいじゃん x.com/kyuden_souhai/…,ネガティブ
2026-06-23 03:54:18,2026-06-22 12:45:00,九州電力,返信先:@kumadayodayoTSMCは九州電力が強いようですがリミックスが組める面もあると思います(ｷﾘｯ!！ 頑張ってくれ、リミックス!！,ポジティブ
2026-06-23 03:54:18,2026-06-22 11:42:00,九州電力,そう思って三菱、三井、ジャックス、九州電力拾い集めているけど、このままただ死ぬかもしれないと思い始めてる x.com/kabu1000/statu…,ネガティブ
2026-06-23 03:54:18,2026-06-21 11:00:00,九州電力,返信先:@ito_44_3くまモンを見て九州電力と確定したのかと思ったけど、男はくまモンを知らない感じ？ということはなにで九州電力だと思ったんだろ？,ニュートラル
2026-06-23 03:54:18,2026-06-21 22:43:00,九州電力,返信先:@ito_44_3九州だから九州電力とは限らないけど、連系線は超えられないからなー、さすがにないか。 （東京で契約は北海道電力だったりはよくある）,ネガティブ
2026-06-23 03:54:18,2026-06-21 19:12:00,九州電力,九州電力が個人情報を流出させたらしい … ソシャゲなら詫び石もんだぞ！！って最初に思うくらいにはソシャゲ脳になってる pic.x.com/wwl3YoONAa,ネガティブ
2026-06-23 03:54:18,2026-06-19 18:05:00,九州電力,「九州電力がＥＣ事業に参入、住宅設備の買い替えなどの手続きをネット上で完結…九州全域にエリア拡大目指す」 そして··· また、全契約者の個人情報が流出するのね,ポジティブ
2026-06-23 03:54:18,2026-06-19 08:06:00,九州電力,経済産業省から報告徴収 ～ 九州電力送配電が顧客情報を保存した外部記憶媒体が所在不明に scan.netsecurity.ne.jp/article/2026/0…,ニュートラル
2026-06-23 03:54:18,2026-06-20 12:36:00,九州電力,【九州】九州電力 大平発電所1号機(25万kW、純揚水式水力) <新規>計画停止(その他)、今日0:00から 12:32現在、復旧予定日：本日 停止原因：電気設備点検,ニュートラル
2026-06-23 03:54:18,2026-06-19 22:59:00,九州電力,返信先:@lVBf1oxK7Wxj8rcもう 日本には体力がありません😖 でも福島の震災の際は 九州電力のおかげで日本は助かりました あと鹿児島の人の仲良くして下さい🐥,ポジティブ
2026-06-23 03:54:18,2026-06-22 00:22:00,九州電力,返信先:@Q6zBZ8zZlR78404他1人大体1機やない？ 人口違いすぎやろ 宮崎鹿児島以外の九州は九州電力系が広域連合のドクターヘリかあ 九州すら出来るのに関西はw,ネガティブ
2026-06-23 03:54:18,2026-06-20 12:31:00,九州電力,【九州】九州電力 大平発電所1号機(25万kW、純揚水式水力) <更新>計画停止(設備故障)、今日0:00から 12:29現在、復旧予定日：本日 停止原因：電気設備不具合,ネガティブ
2026-06-23 03:54:18,2026-06-20 00:31:00,九州電力,【九州】九州電力 大平発電所1号機(25万kW、純揚水式水力) <新規>計画外停止(設備故障)、今日0:00から 0:29現在、復旧予定日：なし 停止原因：電気設備不具合,ニュートラル
2026-06-23 03:54:18,2026-06-20 22:38:00,九州電力,返信先:@nipponbushido九州電力なのに（玄海、川内原発稼働中）消費税より再エネ賦課金の方が高いんよなぁ 良い政策だなぁ pic.x.com/luMY6EktvA,ポジティブ
2026-06-23 03:54:18,2026-06-20 10:46:00,九州電力,延岡市の小学校で「タグラグビー」の体験教室 九州電力キューデンヴォルテクスの選手ら6人が指導(MRT宮崎放送) news.yahoo.co.jp/articles/98752…,ニュートラル
2026-06-23 03:54:18,2026-06-20 06:17:00,九州電力,延岡市の小学校で「タグラグビー」の体験教室 九州電力キューデンヴォルテクスの選手ら6人が指導（MRT宮崎放送） news.yahoo.co.jp/articles/98752…,ニュートラル
2026-06-23 03:54:18,2026-06-20 04:02:00,九州電力,【九州】九州電力 大平発電所1号機(25万kW、純揚水式水力) <更新>計画外停止(設備故障)、今日0:00から 4:00現在、復旧予定日：なし➤本日 停止原因：電気設備不具合,ニュートラル
2026-06-23 03:54:18,2026-06-21 08:56:00,九州電力,くまもんが映ってるからじゃなくて電柱の形とか電気周りから九州電力判定したと思われる。 こういう人たち電柱でエリア特定してくるんだよね。 x.com/battery56/stat…,ニュートラル
2026-06-23 03:54:18,2026-06-23 02:08:00,九州電力,20160306「0306原発再稼働反対！LIVE★街宣」07_ジョニーH～終了_九州電力東京支社前＠有楽町 youtu.be/TwPVEhVvcuM?si… @YouTubeより,ニュートラル
2026-06-23 03:54:18,2026-06-21 09:33:00,九州電力,電柱の形状で九州電力なのはわかってもくまモンは九州どころか日本全国に広まってるのでそれだけでは熊本県と断定できないとの事_(:3」z)_ x.com/kentaki_bfe3hu…,ネガティブ
2026-06-23 03:54:18,2026-06-21 22:15:00,九州電力,返信先:@t_hiracchi初コメントありがとうございます😊 九州電力以外、未保有です・・・福岡県の会社だったら買わなきゃ！なんで、✅️しときます✨️ 情報ありがとうございます(^^),ポジティブ
2026-06-23 03:54:18,2026-06-20 23:41:00,九州電力,返信先:@takapyonxxx九州電力(C)だから引っ越さなきゃ❗️👋😇✈️ 九州電力の前は生まれてからずっと東京電力だったからCしか体験した事ないのか～😂 さすがにこれは信じてませんがｗ,ニュートラル
2026-06-23 03:54:18,2026-06-22 19:02:00,九州電力,今日の単元未満株取引。日立製作所(6501)、ファナック(6954)、トヨタ自動車(7203)、九州電力(9508)を各1株買い増し。日経平均は連日高値なのに、持ち株は連日前日比マイナスだお。,ネガティブ
2026-06-23 03:54:18,2026-06-21 11:41:00,九州電力,返信先:@ito_44_3灯台下暗しww くまモン看板だらけでも九州電力の電柱見たら即「熊本！」ってなるの草 実際は福岡空港とか愛知とかでも普通にいるから侮れない😂 このパネル的確すぎて笑った,ポジティブ
2026-06-23 03:54:18,2026-06-21 17:51:00,九州電力,返信先:@syukats24465169他1人子会社で有名な企業や電力を入れたら半分程度は大手に行けていましたね！私の学科では地元の九州電力はどこにも行けない人の最後の砦みたいな扱いだったので、、,ニュートラル
2026-06-23 03:54:18,2026-06-21 09:05:00,九州電力,返信先:@ito_44_3GeoGuessr勢と一般人の差がすごいｗ 一般人「道路だ！」 GeoGuessr勢「九州電力エリアですね。平地が広いので〇〇県の可能性があります」 もう見てる世界が違う,ニュートラル
2026-06-23 03:54:18,2026-06-21 08:12:00,九州電力,返信先:@ito_44_3くまモンだから熊本じゃないんだ…。 ただ九州電力ってわかる時点でクイズノックのGeoguesserのYouTubeをみたくらいの衝撃を受けました。 すごい人はすごいですよね。,ネガティブ
2026-06-23 03:54:18,2026-06-21 02:59:00,九州電力,返信先:@samma_tm四国電力 色彩感と温度低域薄い A 九州電力 バランス 距離感 C 北海道電力低域品質 音場狭い B- 沖縄電力 中高域艶 モッサリ遅い A これを貼れと言われた気がしたので,ネガティブ
2026-06-23 03:54:18,2026-06-20 21:06:00,九州電力,返信先:@jetc9po初コメ失礼します。 ２３日（火） 南陽 ２４日（水） ダイショー or 昭和鉄工 ２５日（木） 九州電力 ２６日（金） 総会集中日 高いとこは持ってませんが、ホントに悩みます😅,ネガティブ
2026-06-23 03:54:18,2026-06-19 10:13:00,九州電力,経済産業省から報告徴収 ～ 九州電力送配電が顧客情報を保存した外部記憶媒体が所在不明に | ScanNetSecurity scan.netsecurity.ne.jp/article/2026/0…,ネガティブ
2026-06-23 03:54:18,2026-06-21 00:23:00,九州電力,返信先:@tscak2そうなんです(>_<) ローカルニュース見てるとほぼ絶対九州電力のCMが流れます😅 ジャーナリズムより広告収入を選ぶくらいテレビ局って貧しいのかな？って思いながら眺めてます🤷‍♂️,ネガティブ
2026-06-23 03:54:18,2026-06-23 00:08:00,九州電力,（九州電力）6月22日 産業廃棄物処理施設の維持管理の状況に関する情報を公開しました kyuden.co.jp/business_outli… #iwakamiyasumi #iwakamiyasumi3,ニュートラル
2026-06-23 03:54:18,2026-06-20 00:13:00,九州電力,（九州電力）6月19日 原子力発電所の燃料の健全性（よう素濃度）確認状況を更新しました kyuden.co.jp/business_outli… #iwakamiyasumi #iwakamiyasumi3,ニュートラル
2026-06-23 03:54:18,2026-06-21 22:52:00,九州電力,今月は間に合わなかっただけだよね？？ 来月には海外視察の特集をしてくれると信じてる。 追加で九州電力の流出問題にも触れてほしい。 #福岡県 #福岡県だより #福岡県議会 pic.x.com/LlvwkJPXg7,ネガティブ
2026-06-23 03:54:18,2026-06-21 09:42:00,九州電力,返信先:@nttcocomo九州電力の電柱や鉄塔は台風対策で強固に作ってあるという話を何かで聞いたことがあります 何年か前 台風で関東地方の高圧鉄塔が倒壊した時に 九州電力の規格に切り替えて建て直したとかなんとか,ニュートラル
2026-06-23 03:54:18,2026-06-22 11:19:00,九州電力,メダリストと小学生がスポーツ交流 福岡・久留米市のフェスタ｜【西日本新聞me】 #久留米市 #イベント #スポーツ #九州電力 #福岡 #Fukuoka nishinippon.co.jp/item/1505628/,ニュートラル
2026-06-23 03:54:18,2026-06-21 07:30:00,九州電力,ん、どいいうこと？ なんでくまモンの存在スルーしてるんだ？ってことなん？ くまモンがいるから九州電力と確定したんちゃうんか? くまモンに気付いてないならどうして九州電力とわかるんだ？ x.com/ito_44_3/statu…,ネガティブ
2026-06-23 03:54:18,2026-06-19 12:21:00,九州電力,九州電力大分ビル 様✨ 今回新たに「共創」を展示していただきました🫶 先日の書道パフォーマンスの作品を 展示用に書いたものです！ 「共創 共に創るおおいたの未来 ずっと先まで明るくしたい」 pic.x.com/uxtR2wAaa0,ポジティブ
2026-06-23 03:54:18,2026-06-20 06:47:00,九州電力,奄美大島風力発電株式会社 第19期決算公告 鹿児島県奄美市 九州電力(証券コード: 9508) の関連会社 純利益：▲2億8796万1000円 総資産：3426万円(前期比▲57.21%) catr.jp/companies/f04c…,ニュートラル
2026-06-23 03:54:18,2026-06-19 09:30:00,九州電力,本日の朝の福岡ニュース #今日の福岡 【注目ポイント】 警報級の大雨への警戒が必要な一方、経済面ではインバウンドや賃上げなどの活況が見られます。 【政治・経済】 ・福岡の企業開業率・上場企業数が増加 ・九州電力送配電、顧客情報流出で報告,ニュートラル
2026-06-23 03:54:18,2026-06-20 19:43:00,九州電力,【電力・インフラで注目したい日本株】 AI時代に意外と重要なのが電力。 ・東京電力HD ・関西電力 ・九州電力 ・中部電力 ・JERA関連 ・日立製作所 ・三菱電機 ・明電舎 ・富士電機 ・東光高岳 ・関電工 ・九電工 AIは電気を食う。,ポジティブ
2026-06-23 03:54:18,2026-06-19 13:30:00,九州電力,クラフティアらが再開発 ・宗像市の中古車販売店、破産申請へ ・九州電力、EC事業に参入 ・大和ハウス、北天神の開発用地を取得 ・福岡市平尾に大型分譲マンション販売開始 【事件・事故】 ・福岡市東区で女性刺殺、36歳女を逮捕 ・大牟田市で車,ネガティブ
2026-06-23 03:54:18,2026-06-23 00:07:00,九州電力,（九州電力）6月22日 川内原子力発電所及び玄海原子力発電所 2025年度 火山活動のモニタリング評価結果の報告について kyuden.co.jp/business_outli… #iwakamiyasumi #iwakamiyasumi3,ニュートラル
2026-06-23 03:54:18,2026-06-21 09:31:00,九州電力,返信先:@ito_44_3伊東さんのこの漫画、もし横で見てたら「いや左！デカいクマ！！」って画面割る勢いでツッコミ入れちゃいます😇二人して超真顔で九州電力だのマンホールだの言ってるの、高度な情報戦に脳を焼かれすぎた末路って感じで面白すぎる💦,ネガティブ
2026-06-23 03:54:18,2026-06-19 17:29:00,九州電力,九州電力と住設ECの交換できるくんは6月11日、住宅設備交換のEC事業で業務提携。通販サイトを立ち上げ、家庭用給湯システムやエアコンなどの住設機器を販売から設置まで提供しますtsuhanshimbun.com/products/detai…,ニュートラル
2026-06-23 03:54:18,2026-06-22 22:39:00,九州電力,【損益プラス銘柄（2/2）】 （つづき） 2503 キリンHD ++ 8593 三菱HCC + 5019 出光興産 + 9508 九州電力 + 7272 ヤマハ発動機 + 9201 JAL o 9021 JR西 o 以上の17銘柄（前日-1）,ニュートラル
2026-06-23 03:54:18,2026-06-22 20:40:00,九州電力,西日本電気鉄工株式会社 第65期決算公告 佐賀県鳥栖市 九州電力(証券コード: 9508) の関連会社 純利益：8900万円(前期比+5.95%) 総資産：15億6400万円(前期比▲0.19%) catr.jp/companies/1eef…,ニュートラル
2026-06-23 03:54:18,2026-06-21 20:11:00,九州電力,#九州電力 #玄界原発 #佐賀県玄海町が「核のごみ」処分場の文献調査受け入れ 佐藤和雄・「脱原発をめざす首長会議」事務局長 #週刊金曜日 kinyobi.co.jp/kinyobinews/20… 【記事】 pic.x.com/gSa2nYQxCb,ニュートラル
2026-06-23 03:54:18,2026-06-20 06:43:00,九州電力,鷲尾岳風力発電株式会社 第19期決算公告 長崎県佐世保市 九州電力(証券コード: 9508) の関連会社 純利益：▲6億4708万円(赤字転換) 総資産：1億9578万8000円(前期比▲41.2%) catr.jp/companies/f755…,ニュートラル
2026-06-23 03:54:18,2026-06-22 20:44:00,九州電力,九電都市開発投資顧問株式会社 第2期決算公告 福岡県福岡市中央区 九州電力(証券コード: 9508) の関連会社 純利益：1億8000万円(黒字転換) 総資産：6億9400万円(前期比+102.92%) catr.jp/companies/e310…,ニュートラル
2026-06-23 03:54:18,2026-06-20 20:07:00,九州電力,九州の人も全国の人も聞いてな〜！⚠️ 👇ニュースのまとめ 「九州電力送配電でお客さんの情報が入ったバックアップ用の外付け保存機器がなくなってしもて、経済産業省から報告徴収されたで！」😲 もうちょっと詳しく言うとな？👇 💾「外部記憶媒体」って何やねん？,ネガティブ
2026-06-23 03:54:18,2026-06-19 10:00:00,九州電力,【危機管理トピックス】 経済産業省 九州電力送配電株式会社に対して電気事業法に基づく報告を求めました meti.go.jp/press/2026/06/… #企業危機管理 #電気事業法 #九州電力送配電株式会社 #顧客情報 #外部記憶媒体 #所在不明,ニュートラル
2026-06-23 03:54:18,2026-06-21 15:00:00,九州電力,"2026年6月分（27日間）で **3,302円** しかかからなかった😂 前月比-566円で、7月予想も3,658円らしい 九州電力さんありがとう…ってか俺の生活エコすぎる？？？ こんなに安い人いますか？？？ #節約 pic.x.com/nu7Gr8Y8Xi",ポジティブ
2026-06-23 03:54:18,2026-06-21 12:13:00,九州電力,返信先:@twt_cybercat他1人はい、あのくまがヒントだよ！ 画像のくまのイラスト（くまモンっぽい看板）が場所を特定する大事な手がかりになってる。九州電力の範囲とか合わせて分析してる漫画で、「灯台下暗し」＝目の前の clues を見逃すなって例えだね😂,ニュートラル
2026-06-23 03:54:18,2026-06-19 20:02:00,九州電力,名前、住所、病歴がほしい団体を言えないだけじゃなくて……？ 最近もユニバーサルミュージックジャパンと九州電力が個人情報漏洩でニュースになったばかりなのに、どうしてそんなガバガバな法案が受け入れられると思ってるのか謎…… x.com/Lanikaikailua/…,ネガティブ
2026-06-23 03:54:18,2026-06-23 00:08:00,九州電力,（九州電力）6月22日 株式会社Q-CAPによる屋内型水耕栽培事業を開始しました －障がい者の活躍推進と従業員の健康づくりを両立する新たな取組み－ kyuden.co.jp/press/2026/h26… #iwakamiyasumi #iwakamiyasumi3,ポジティブ
2026-06-23 03:54:18,2026-06-22 00:52:00,九州電力,返信先:@ito_44_3「Geoguessrで場所特定と聞いて、『ゲームだっけ？』って言いながら、電柱とマンホールに全神経を注ぐその姿勢、むしろ本職の『地理探偵』。手がかりが少ないと嘆く前に、『九州電力』のロゴだけで長崎に絞るそのスキル、ゲームの域を超えてるよ。」,ネガティブ
2026-06-23 03:54:18,2026-06-22 22:38:00,九州電力,【値を上げた銘柄】 7182 ゆうちょ銀行 8306 三菱UFJ 8308 りそなHD 2503 キリンHD 1678 NFインド株 9021 JR西 9201 JAL 8410 セブン銀行 7272 ヤマハ発動機 + 9508 九州電力 7267 ホンダ 以上の11銘柄,ニュートラル
2026-06-23 03:54:18,2026-06-20 06:45:00,九州電力,宗像アスティ太陽光発電株式会社 第14期決算公告 福岡県福岡市中央区 九州電力(証券コード: 9508) の関連会社 純利益：2752万6000円(前期比+10.72%) 総資産：4億5673万2000円(前期比▲3.13%) catr.jp/companies/8e5e…,ニュートラル
2026-06-23 03:54:18,2026-06-19 20:32:00,九州電力,【損益プラス銘柄（2/2）】 （つづき） 2503 キリンHD ++ 8593 三菱HCC + 5019 出光興産 + 9508 九州電力 + 7272 ヤマハ発動機 o → + 9201 JAL o 9021 JR西 o 9434 ソフトバンク 以上の18銘柄（前日-1）,ニュートラル
2026-06-23 03:54:18,2026-06-23 00:55:00,九州電力,安さの秘密は「いつ充電するか」。 🏠自宅：実効14.59円/kWh（燃料費調整・再エネ賦課金など込み） ⚡️スーパーチャージャー：53.39円/kWh 僕は九州電力の旧プラン【季時別電灯】で深夜にタイマー充電。だから自宅がここまで安い。 pic.x.com/xBIr4SaFr4,ポジティブ
2026-06-23 03:54:18,2026-06-22 20:50:00,九州電力,西日本技術開発株式会社 第60期決算公告 福岡県福岡市中央区 九州電力(証券コード: 9508) の関連会社 純利益：16億1549万6000円(前期比+29.53%) 総資産：207億9885万6000円(前期比+10.13%) catr.jp/companies/3ace…,ニュートラル
2026-06-23 03:54:18,2026-06-20 13:57:00,九州電力,電力3社を3軸で比べました。3社とも無配経験あり。関西電力は61年ぶり無配から75円増配へ。九州電力は赤字750億から50円復配。東北電力は純利益53%減でも増配。逆境を越えた電力株の配当力です。 #高配当株 #電力株 #配当金 note.com/tenkin_ri_man/…,ポジティブ
2026-06-23 03:54:18,2026-06-20 09:23:00,九州電力,"九州の電気を使っとる人、聞いてや！ 👇ニュースのまとめ 「九州電力送配電のサーバ室から顧客情報を保存した記憶媒体がなくなってしもて、最大1,090万口分の名前・住所・電話番号などが漏れてる可能性があるんやて！」😱 もうちょっと詳しく言うとな？👇 📦「外部記憶媒体」って何やねん？",ネガティブ
2026-06-23 03:54:18,2026-06-19 14:56:00,九州電力,【九州】九州電力 松浦発電所2号機(100万kW、USC石炭火力) <更新>出力低下(設備故障・低下量10万kW)、昨日20:17から 14:52現在、復旧予定日：なし➤本日 停止原因：タービン付属装置不具合/最大制約量：10万kW/最小制約量：10万kW/平均制約量：10万kW,ニュートラル
2026-06-23 03:54:18,2026-06-22 22:30:00,九州電力,#福岡 九電本店ビル 地下４階フロア活用し野菜作り NHK news.web.nhk/newsweb/na/nb-… 九州電力の特例子会社が本店ビルの地下のフロアを活用し事業として野菜の水耕栽培 土や農薬を使わず、液体肥料を混ぜた水で育てる水耕栽培 レタスやケールなど６種類の葉物野菜,ニュートラル
2026-06-23 03:54:18,2026-06-21 07:30:00,九州電力,「く◯モンさんがいる=熊本」とはならない。 ヤツの生息域の広さを舐めてわいけない…というか奴がいるから熊本とか思う奴は九州エアプ勢。九州電力とくま◯ンさんの勢力圏は概ね近しいからこれはGeoGuessr得意ニキの発言がが正しい。知らんけど。 x.com/ito_44_3/statu…,ネガティブ
2026-06-23 03:54:18,2026-06-22 16:09:00,九州電力,電柱から以下略 その3 反射板枠無しゴツゴツ縦線九州確定。 太っちょ碍子黒キャップ九州電力。 プレート間激狭四国電力。ただし中国にもある。 反射板横長正方形四国電力。 黒黄色テープ四国電力。 90度碍子四国。 バケツ下シール四国。 沖縄キモイから建物で当てろ。鉄筋コンクリート丸出しだ全部,ネガティブ
2026-06-23 03:54:18,2026-06-19 20:46:00,九州電力,返信先:@kikumaru1026九州電力見てきた 16時半から停電して 19時復旧って所もあって そこは設備の故障だとあったよ りこちゃんの所は調査中みたい この季節に長い停電は困るね😰 いきなり真っ暗は怖い モバ充大事✨️ 私もこの春に買ったよ すぐ復旧してよかったやいやい🩷 やいやい,ネガティブ
2026-06-23 03:54:18,2026-06-19 17:49:00,九州電力,和歌山県：島精機製作所 鳥取県：寿スピリッツ 島根県：ジュンテンドー 岡山県：ベネッセ 広島県：マツダ 山口県：ファーストリテイリング 徳島県：大塚製薬 香川県：四国電力 愛媛県：伊予銀行 高知県：技研製作所 福岡県：九州電力 佐賀県：久光製薬 長崎県：ジャパネットたかた 熊本県：平田機工,ニュートラル
2026-06-23 03:54:18,2026-06-19 08:41:00,九州電力,28卒の方に本選考テストセンター受けれる企業をいくつか紹介したいと思います。おそらく就活カメではほとんど取り上げられない企業を紹介したいと思います。 コスモホールディングス 伊予銀行 武蔵野銀行 一条工務店 東京エレクトロン 守谷商会 イプロス 九州電力 中部電力 #28卒 #テストセンター,ニュートラル
2026-06-23 03:54:18,2026-06-21 20:33:00,九州電力,九州に本社を置く上場企業 時価総額ランキング ※時価総額は変動するのであくまで今現在のランキング 1.安川電機(約1兆8500億円) 2.TOTO(約1兆3800億円) 3.ふくおかフィナンシャルグループ(約1兆3200億円) 4.九州電力(約7700億円) 5.クラフティア(約6700億円),ニュートラル
2026-06-23 03:54:18,2026-06-20 21:30:00,九州電力,佐世保市や長崎市で朝から停電 風や雨の影響か ジェットフォイルや高速船も終日欠航《長崎》｜NIB NEWS NNN 20日午前4時半頃から佐世保市や長崎市など県内各地で停電が発生しています。 九州電力送配電によりますと、風や雨の影響 news.ntv.co.jp/n/nib/category…,ネガティブ
2026-06-23 03:54:18,2026-06-08 19:44:00,九州電力,#九州電力 #個人情報 漏洩の件について第2報が来ない？ 関係性は不明だけど、 今日、珍しく、我が家に 海外からの詐欺電話がかかってきた。3件も❗️😱 機械電話で 「宅配が届いていないので、1を押して」 「あなたの携帯番号は停止されました」 ご注意を❗️ x.com/kyuden_souhai/…,ネガティブ
2026-06-23 03:54:18,2026-06-22 16:00:00,九州電力,#202607ne「EV向け全固体電池の『量産』続々」ProLogiumは様々な用途への展開を目指して各種機器メーカーと話をしている。日本の九州電力、正興電機製作所、双日九州もその一つで、ショベルカーなどの電動化を狙う。ショベルカーは既存のLIBでは4〜5時間しかもたない。全固体電池ならば8時間もつ。,ニュートラル
2026-06-23 03:54:18,2026-06-21 22:03:00,九州電力,【ES軽めで面接行きやすいインターン一覧】 サマーインターンうまくいってない人は寝る前に↓の①だけ頑張ってみて！ ES設問1個 みずほ銀行 九州電力 三菱UFJ信託銀行 損害保険ジャパン 設問少ない企業はAI使用のチェックも入れるので、後述する対策は必ずやってね pic.x.com/ewK7AqD3g8,ニュートラル
2026-06-23 03:54:18,2026-06-22 12:17:00,九州電力,カツラを被って承認欲求を満たしているのではない カツラを被るコトで溢れ出す承認欲求を押さえつけているのだ 稀代の事業構想家 KTR51 #増毛 #育毛 #植毛 #カツラ #KTR51 #九州電力 #九電商友会 #西部ガス #西日本シティ銀行 #福岡銀行 #JR九州 #オリオエキサイト #カツラエキサイト,ニュートラル
2026-06-23 03:54:18,2026-06-20 10:28:00,九州電力,返信先:@waniyanokaachanおはようございます ここ数日 蒸し暑い毎日で エアコンがフル稼働してます 九州電力NET会員に入ったので 毎日の電気代が直ぐ解ります ここ数日 普段の2倍の電気代になってます ＊我が家前で JR九州「ななつ星」を下から激写 pic.x.com/uJwaziMnkn,ニュートラル
2026-06-23 03:54:18,2026-06-20 18:54:00,九州電力,福岡で開催された、九州電力総連の総会懇親会でご挨拶。 宮崎の街頭演説では、鉄板ネタの「榛葉幹事長と焼酎とニシタチ」こちらでも大好評😁 真面目に自己紹介と決意表明もさせて頂きました。 先輩議員さん達に囲まれて、何より貴重な機会を頂きました。ありがとうございました！！ pic.x.com/Vh0FuViMNE,ポジティブ
2026-06-23 03:54:18,2026-06-22 11:35:00,九州電力,日頃より当団体の活動を多方面より支えてくださっている九州電力グループ様より、この度、未使用切手等およそ30万円相当のご寄付をいただきました。 この切手は、九州電力グループ様がグループ全体で取り組まれている「収集ボランティア」という社会貢献活動により集められたものです。 pic.x.com/DrnNLUwl8F,ポジティブ
2026-06-23 03:54:18,2026-06-20 15:53:00,九州電力,福岡エアポートホールディングス株式会社 第9期決算公告 福岡県福岡市中央区 西日本鉄道(証券コード: 9031) 九州電力(証券コード: 9508) の関連会社 純利益：8億1300万円(前期比+10.91%) 総資産：307億7000万円(前期比+1.06%) catr.jp/companies/1630…,ニュートラル
2026-06-23 03:54:18,2026-06-20 15:08:00,九州電力,"返信先:@tweetsoku1福岡市の令和8年度当初予算は 一般会計約1兆3,680億円（対前年度比約3.9％増）で過去最大規模とされ、子育て・教育、都市基盤整備、防災・減災などに重点配分されています🫩 九州電力2兆💦 トヨタ1兆5054億 パナソニック1兆2028億 県民にもっと還元されても良い予算💦😫😭🤮",ネガティブ
2026-06-23 03:54:18,2026-06-22 21:51:00,九州電力,返信先:@kanten_se一方、大河がない福岡市は大手の製造業が少ないのでおもったより福岡市本社の大企業が少なく就職先は七社会（九州電力、クラフティア（旧九電工）、福岡銀行、西日本シティ銀行、西部ガス、JR九州、西日本鉄道）あたりに集中していまいます。あとはSky株式会社とか旧九州松下、西部電機とかですかね。,ニュートラル
2026-06-23 03:54:18,2026-06-20 15:59:00,九州電力,西日本プラント工業株式会社 第73期決算公告 福岡県福岡市中央区 九州電力(証券コード: 9508) クラフティア(証券コード: 1959) の関連会社 純利益：11億8914万3000円(前期比▲61.43%) 総資産：552億4825万円(前期比+4.58%) catr.jp/companies/2da4…,ニュートラル
2026-06-23 03:54:18,2026-06-19 12:46:00,九州電力,株式会社福岡エネルギーサービス 第21期決算公告 福岡県福岡市中央区 九州電力(証券コード: 9508) 西部ガスホールディングス(証券コード: 9536) の関連会社 純利益：1億4600万円(前期比+942.86%) 総資産：70億2900万円(前期比▲2.25%) catr.jp/companies/beaa…,ニュートラル
2026-06-23 03:54:18,2026-06-20 22:54:00,九州電力,スタジアムシティ6 夜のスタジアムを彩るライトアップイベント「ナイトミラージュ」が行われてました。勿論スタジアムの座席に座って観ることができました。九州電力がスポンサーに付いているとは。 動画で冒頭の1分間の模様をお楽しみくださいませ pic.x.com/eyRBFyBbH8 x.com/fc_niji/status…,ポジティブ
2026-06-23 03:54:18,2026-06-21 12:13:00,九州電力,━━━［SBL-SB1］━━━ SBL-SB1 茨城ラウンド2日目 2026.6.21 Sun ━━━━━━━━━━━━ 九州電力アーティサンズが富士通レッドウルブズを下して、開幕2連勝🔥 九州電力-富士通（78-59） #アンドバスケットボール #SBL #社会人バスケ #社会人 pic.x.com/he9P1XQuv2,ポジティブ
2026-06-23 03:54:18,2026-06-22 11:24:00,九州電力,朗報‼️朗報‼️ データセンタールートが変わる👍 冷却が限界突破！AI熱問題で「液浸冷却」需要が爆発 需要爆発→株価急上昇→コストパフォーマンス爆上げ 資金はどこへ向かうか 冷却・液浸：福島小型メーカー 電力：九州電力／関西電力 重電：三菱電機 今年はマジで「億り人量産年」になるかも pic.x.com/XPJc5mnCO4,ポジティブ
2026-06-23 03:54:18,2026-06-19 21:59:00,九州電力,このコトバがササります 自身も事業構想家と経営者の二刀流で折尾を満身創痍の成長地域にするコトで恩返ししていきます #増毛 #育毛 #植毛 #カツラ #KTR51 #九州電力 #九電商友会 #西部ガス #西日本シティ銀行 #福岡銀行 #JR九州 #オリオエキサイト #カツラエキサイト x.com/yukos_kawaii/s…,ニュートラル
2026-06-23 03:54:18,2026-06-22 17:42:00,九州電力,～離島での停電に備えて～ #長崎海上保安部 と #九州電力 送配電株式会社長崎事業所は、災害等により離島で停電が発生したとの想定で、巡視艇に復旧作業に必要な資機材を搭載して搬送する訓練を実施しました。 相互の災害対応能力の向上及び連携の強化に繋がる有意義な訓練となりました。 #第七管区 pic.x.com/J1fOGvoQYG,ポジティブ
