収集日時,投稿日時,事業者,本文,判定
2026-09-04 18:47:37,2026-09-04 07:09:00,東京電力,09/04(金)「三陸道ほか【３】［大船渡-南三陸-石巻］（岩手県・宮城県）」#放射線量マップ ▼詳細リンク先参照（マップをより鮮明な画像で見られます。） ameblo.jp/koken-josen-ne… ※#行健除染ネット は市民ボランティアです。 福島県 放射線量 除染 被ばく 原発問題 原発事故 東京電力 福島第一原発 pic.x.com/NPqqGn7HxH,ニュートラル
2026-09-04 18:47:37,2026-09-04 08:08:00,東京電力,"「200万あったらNISA」なんて寝ぼけたこと言ってる奴から、 国にガッツリ搾取されるけんね。 2026年に、最速で「500万」を作りたいなら。 1. 東京電力（9501）→ 550円で必買い 2. 日本精密（7771）→ 280円で必買い 3. 岡本硝子（7746）→ 1,120円で必買い 4. 三菱重工業（7011）→ 4,400円で必買い pic.x.com/PDzqAAJrHk",ニュートラル
2026-09-04 18:47:37,2026-09-04 18:38:37,東京電力,返信先:@oyamada_maki_rj東電の幹部もしたな。鳩山由紀夫元首相も。,ネガティブ
2026-09-04 18:47:37,2026-09-04 08:44:00,東京電力,返信先:@crookedhinge38東電、北電はめちゃくちゃ高いイメージだからそれくらいだと安く感じる←,ポジティブ
2026-09-04 18:47:37,2026-09-04 06:43:00,東京電力,返信先:@maruomaki津波の危険性を再三指摘されたのに 絶対に大丈夫だと 政府も東電も回答していました,ニュートラル
2026-09-04 18:47:37,2026-09-04 18:05:37,東京電力,【速報】東電、１１月託送料値上げ ※記事は投稿時点の内容です。 #OANDA #ニュース pic.x.com/7IMWOjk1t2,ニュートラル
2026-09-04 18:47:37,2026-09-04 18:21:37,東京電力,"""東電、11月託送料値上げ 電気代最大239円上昇"" - 共同通信 #SmartNews l.smartnews.com/m-8qJCebLj/2en…",ニュートラル
2026-09-04 18:47:37,2026-09-03 22:57:00,東京電力,高市、ウクライナに支給した3兆円、取り返せ 東電がやっちまったフクシマ原発爆破事件の落とし前が全然できていない x.com/nikkei/status/…,ネガティブ
2026-09-04 18:47:37,2026-09-04 18:33:37,東京電力,「いつになったら自由に漁が…」 東電福島第1原発処理水放出から3年、 差し止め求める漁師のやりきれない思いを 東京新聞が伝えている tokyo-np.co.jp/article/513143…,ネガティブ
2026-09-04 18:47:37,2026-09-04 18:19:37,東京電力,「今どき…」柏崎市長、東電にIDカード廃止提案 柏崎刈羽原発 | 毎日新聞 mainichi.jp/articles/20260… >「カードなので、紛失したり忘れたりすることがある。生体認証にできないものか」,ネガティブ
2026-09-04 18:47:37,2026-09-04 00:53:00,東京電力,今日は＋4.5%も陰線引けの神戸 カツカレーが食べたくなって売らずに早退して外出 帰宅後チャート確認 う～んアカン🦆 なぁんか東電と合わせて爆損の予感😭 1週間お疲れ様🙇 x.com/okure_pocopen/…,ネガティブ
2026-09-04 18:47:37,2026-09-04 18:34:37,東京電力,このリンクを拡散してください❣ このリンクを拡散してください❣ このリンクを拡散してください❣ facebook.com/share/r/1Bjewy… 非常用冷却装置を 外したのは 東電か⁉ pic.x.com/i8POIXwSI2,ニュートラル
2026-09-04 18:47:37,2026-09-04 05:35:00,東京電力,福島の廃炉もできず、最終処分場もないのに、原子力発電を支持するする人の気持ちは、本当に理解できない。 -- “絵に描いた餅”なのに… 東電「2051年廃炉」にこだわる理由 - 毎日新聞 mainichi.jp/articles/20250…,ネガティブ
2026-09-04 18:47:37,2026-09-04 06:49:00,東京電力,返信先:@flute0402ふるーとさん、おはようございます😊 東電→出光→リボン→🐙、電力会社の乗り換え歴がベテランですね🤣 EVだと安い7時間を使えるのは大きいですね！ 🐙が急に節約上手な生き物に見えてきました😂 本日もよろしくお願いします😊,ポジティブ
2026-09-04 18:47:37,2026-09-04 06:33:00,東京電力,"2026/9/4 本日の株トレード 東電 買い含み損 −37,490円 昨日のポジションを今日は利確できなかった。 その後、含み損が大きくなっても損切りできず、そのまま持ち越し。 昨日も書いたけど、 やはり問題は根拠のないエントリーと損切りができないこと。",ネガティブ
2026-09-04 18:47:37,2026-09-04 08:48:00,東京電力,だからこそ、形だけのルール変更やうわべの対策で終わらせるのではなく、組織の根底にある「安全を軽視する風土」そのものを刷新できるかが今まさに問われてるのに。東電も #新潟県知事 も #柏崎市長 も関東の県・都知事も、現実の重力ゼロの空間で生きられて、本当にうらやましい限り。,ネガティブ
2026-09-04 18:47:37,2026-09-04 06:34:00,東京電力,反対運動でよく言われる言説や主張を、その内容を見ると、ものすごく不誠実なんですよね。「あなた方が見ている土の側には実は、あなた方には見えていないだけで、そこには人間がいる。」反対運動をする人間は、それが見えていない。見ているのは土と政府と東電だけなんですよ。だから、批判する。,ネガティブ
2026-09-04 18:47:37,2026-09-04 04:54:00,東京電力,ATENA（元東電松本純一が常務理事のひとり）つまり原子力事業者の要望がまた通ったということ。 実用発電用原子炉及びその附属施設における発電用原子炉施設保安規定の審査基準の一部を改正する規程（案）に対する意見公募について 2026/09/03 原子力規制委員会 x.gd/Fdic9,ニュートラル
2026-09-04 18:47:37,2026-09-04 08:26:00,東京電力,返信先:@dynahyou3福島県民を中心に国民全員が事故の被害者であるにもかかわらず被害の実態を知る権利すら暗黙のうちに奪われてきたことがまず問題だと思います。国や東電がやらかしたことのリアルを詳らかにさせねばなりませんし一般国民と関係性ゼロの関連裁判は一件もないのだとも思います。,ネガティブ
2026-09-04 18:47:37,2026-09-04 00:58:00,東京電力,只見川水系（総出力300万kW超の日本最大の水力電源地帯）が、最大7割以上を東電に送電し首都圏のピーク電力を支えてきたデータすら1秒もググれない本物のバカがこちらです（笑）。 無知をドヤ顔で晒し上げるの、本当に恥ずかしいのでやめた方がいいですよ。 x.com/ytstah/status/…,ネガティブ
2026-09-04 18:47:37,2026-09-04 05:45:00,東京電力,《 沖縄県知事選挙 》 沖縄は新潟と似ています。 沖縄は日本一の米軍基地があり、 新潟は日本一の東電柏崎原発があります。 どちらも権力者の利権であります。 県民の民意は反映されないようだ。 以下は5月の新潟県知事選挙の結果とNHKの出口調査です。 沖縄も新潟の二の舞いにならないために。①/⑤,ネガティブ
2026-09-04 18:47:37,2026-09-04 18:38:37,東京電力,「2026.9.3 東電会見 #除染土こと放射性物質汚染土 #汚染水 #海洋投棄 #ALPS処理水 #サブドレン #海水分析 #協力企業作業員 #救急搬送 #ロボットアーム #燃料デブリ内部調査 #火災警報発報 #多発 #県民健康調査検討委員会を検討する会」をまとめました。 posfie.com/@uchida_kawasa…,ニュートラル
2026-09-04 18:47:37,2026-09-04 07:17:00,東京電力,"【📺御当所CM📻】 某""東電隣ｯ‼️○○○屋ｧｯ‼️‼️"" ""南町二丁目東電隣ｯ‼️三角屋根の○○○屋ｧｯ･○山ｧｯ‼️‼️"" 🎵""○戸ｫ～○○○ｧ予備校ｫｯ～‼️"" 🎵""🍶酒成らｧ一○ｯ🏮×2‼️"" 🎵""👓眼鏡ｪのｯ○澤ｧｯ～‼️‼️"" 水戸泉町ｯ‼️‼️🎵""ﾊｲ○○○ｯ‼️‼️ﾊｲ○○○ｯ‼️‼️○ｯ川ｧｯ～‼️‼️"" ※民放📺 TV",ニュートラル
2026-09-04 18:47:37,2026-09-04 05:49:00,東京電力,今の活況銘柄です -------- 336Aダイナマップ -9.27% 9984ＳＢＧ +10.08% 6976太陽誘電 +7.08% 285Aキオクシア +6.62% 593Aティアフォー -19.61% 5803フジクラ +3.03% 6981村田製 +4.04% 9501東電ＨＤ -2.07% 5801古河電 +6.86% 603Aアイグリッド +1.48%,ニュートラル
2026-09-04 18:47:37,2026-09-04 04:16:00,東京電力,『未了の「福島｣ 10年以後の現場を歩く』 笠井哲也・福地慶太郎・斎藤 徹 著 sairyusha.co.jp/book/b10155644… 政府・東電と被害住民の意識の、このかみあわなさは何なのか── 15年間の人々の心の奥深くにあるやりきれなさを描き出すルポ 【朝日新聞好評連載の書籍化】 pic.x.com/nNqPPLPnPj x.com/sairyusha/stat…,ニュートラル
2026-09-04 18:47:37,2026-09-04 06:06:00,中部電力,関電 中部電力 UFJ またまたイン,ニュートラル
2026-09-04 18:47:37,2026-09-04 05:33:00,中部電力,返信先:@yukitichqn中部電力の電柱だなって分析するの凄いよなぁ,ポジティブ
2026-09-04 18:47:37,2026-09-04 17:55:50,中部電力,今日の詐欺メール。 うち中部電力なんですよ。 pic.x.com/xPocuSecRk,ニュートラル
2026-09-04 18:47:37,2026-09-04 05:36:00,中部電力,またまた体験終わったタイミングで瞬時停電が起き、お客様もびっくり！ 中部電力に、頻繁にこの地域だけの瞬時停電の理由を聞くも、原因不明とのこと😓,ネガティブ
2026-09-04 18:47:37,2026-09-04 07:30:00,中部電力,返信先:@ShokoS0sakuそんな可愛いことに！？ちょっと見てきます！中部電力のCMですか！？ あそこまで愛されてると本当に…愛が大事ですね！,ポジティブ
2026-09-04 18:47:37,2026-09-04 06:32:00,中部電力,またも不正発覚 中部電力浜岡原発 ここに注目 水野倫之 | NHKニュース | 解説委員室、イラスト解説 ここに注目！、水野倫之 news.web.nhk/newsweb/na/nd-…,ニュートラル
2026-09-04 18:47:37,2026-09-04 05:32:00,中部電力,またも不正発覚 中部電力浜岡原発 | NHKニュース 【NHK】中部電力の浜岡原子力発電所を巡って、廃炉作業でも新たな不正が発覚しました。なぜ不正が続くのでしょうか。 （水野倫之 解説委員） news.web.nhk/newsweb/na/nd-…,ネガティブ
2026-09-04 18:47:37,2026-09-04 18:44:50,中部電力,返信先:@bloody2pink> ☕🍤🍜🏯🐉🗼 なんか寿がきやにテレビ塔(中部電力ミライタワー)が増えとりゃぁすね₍ᐢ⓿ω⓿ᐢ₎ﾀﾇﾐｬｰ （笑） > 丸まってくる 体型がにゃか？ŧ‹”ŧ‹”ŧ‹”ŧ‹”️₍ᐢ๑⓿ㅂ⓿๑ᐢ₎ŧ‹”ŧ‹”ŧ‹”ŧ‹”,ポジティブ
2026-09-04 18:47:37,2026-09-04 05:38:00,中部電力,停電情報 現在、大町・平地区の一部において停電が発生しています。 中部電力により、現場確認と復旧作業が進められています。 ご理解とご協力の程、よろしくお願い致します。 ※特段の事情が無い場合に限り、市防災情報メールによる復旧のお知らせはございません。,ニュートラル
2026-09-04 18:47:37,2026-09-04 18:15:50,中部電力,JO1 AUTUMN CAMPAIGN POPUP STORE 2026 ポップアップ 交換 7000円トレカ 譲 佐藤 豆原 求 川西 お気軽にお声掛けください！ 郵送、明日中部電力ミライタワーの下での交換可能🙆🏻‍♀️ #JO1譲 pic.x.com/ZqHOKmZKnx,ニュートラル
2026-09-04 18:47:37,2026-09-04 06:06:00,中部電力,リスクテイクの支配権問題 原子力規制員会は中部電力の社員はダメだ と何度も報道させている。 それは結局「宗教対立」の様相をも帯びる。 10万分の一、の事故なんか気にして仕事なんかできない。 それは正しい。 40年乗れる車なんか売ってる会社についていける人なんてほとんどいない。,ネガティブ
2026-09-04 18:47:37,2026-09-04 18:16:50,中部電力,JO1 AUTUMN CAMPAIGN POPUP STORE 2026 ポップアップ 交換 缶バッジ ピンバッチ 譲 與那城 金城 求 川西 郵送、明日中部電力ミライタワーの下での交換可能🙆🏻‍♀️ お気軽にお声掛けください！ #JO1譲 pic.x.com/oPOg2ZVzFa,ニュートラル
2026-09-04 18:47:37,2026-09-04 05:27:00,中部電力,"【中部】中部電力 徳山発電所1号機(13.9万kW、貯水池式水力) <新規>出力低下(その他・低下量13.5023万kW)、明日0:00から 14:21現在、復旧予定日：9月11日 停止原因：運用制約/最大低下量：139,000kW/最低低下量：0kW/平均低下量：135,023kW",ニュートラル
2026-09-04 18:47:37,2026-09-04 08:14:00,中部電力,JO1 AUTUMN CAMPAIGN POPUP STORE 2026 ポップアップ 交換 7000円トレカ 譲 佐藤 豆原 求 川西 中部電力ミライタワーの下に17時30分まで居ます🙇🏻‍♀️ 交換できる方お気軽にお声掛けください！ 郵送も可能です！ #JO1譲 pic.x.com/CXcHjYwLEp,ニュートラル
2026-09-04 18:47:37,2026-09-04 08:04:00,中部電力,JO1 AUTUMN CAMPAIGN POPUP STORE 2026 ポップアップ 交換 缶バッジ ピンバッチ 譲 與那城 金城 求 川西 中部電力ミライタワーの下に17時30分まで居ます🙇🏻‍♀️ 交換できる方お気軽にお声掛けください！ 郵送も可能です。 #JO1譲 pic.x.com/0BuOWaAnfk,ニュートラル
2026-09-04 18:47:37,2026-09-04 08:10:00,中部電力,＼最新号のテーマは愛知・名古屋2026大会／ #ちゅうでん壁新聞 は中部電力が創業した1951年以来、小学生向けに発行している壁新聞です✨ 最新号は愛知・名古屋2026大会を特集！大会の概要や競技の魅力をご紹介します👀 中部電力は愛知・名古屋2026大会のプレステージパートナーです。 pic.x.com/0iDUxQIDte,ポジティブ
2026-09-04 18:47:37,2026-09-04 07:31:00,中部電力,女子：札幌国際大学 🆚 Jewelry Ice 男子：札幌国際大学 3-5 Hot Shot! 女子：中部電力 5-1 北見工業大学 男子：Team SEGAWA 10-2 Noxus Jewelry Iceは粘りに粘ってEEで逆転勝ち。中電は勝ち、次のリラーズ戦が大事になりますな #アド杯2026 pic.x.com/UNRSb2IYI3,ニュートラル
2026-09-04 18:47:37,2026-09-04 18:03:50,中部電力,〻𝙀𝙑𝙀𝙉𝙏 𝙄𝙉𝙁𝙊 2026.09.05-06 | すずフェス へ出演させていただきます🏎🏁 どまつりでいただいた、沢山の声援を力に変えて今度は鈴鹿にて電気と元気を本気でお届けします！ ライブ配信もありますので、ぜひ画面越しに灯守の演舞を見届けてくださると嬉しいです👏🏻 #中部電力 #中部電力灯守 pic.x.com/AbY91Ak3KO,ポジティブ
2026-09-04 18:47:37,2026-09-04 08:07:00,中部電力,📈📈📈 4月 注目株【短期勝負】 ★5020 ENEOS ★5019 出光興産 ★1662 石油資源開発 ★1605 INPEX ★9501 東京電力HD ★9502 中部電力 ★9503 関西電力 ★9513 Jパワー その他注目銘柄はLINEで配信中👇 line.me/ti/p/WDLTvqhzdy #日本株 #注目株 #短期投資 /雇用統計,ニュートラル
2026-09-04 18:47:37,2026-09-04 04:53:00,中部電力,戻ってきて此の方 アドヴィックスカップ2026 セッション5 at アドヴィックス常呂カーリングホール 女子：札幌国際大学 🆚 Jewelry Ice 男子：札幌国際大学 🆚 Hot Shot! 女子：中部電力 🆚 北見工業大学 男子：Team SEGAWA 🆚 Noxus 中電の推しを応援📣 #アド杯2026 pic.x.com/7p6wFSkhXI,ニュートラル
2026-09-04 18:47:37,2026-07-27 00:00:00,中部電力,【速報】 中部電力、事務系オープンカンパニーエントリー開始 締切：10月19日（月）23：59 ES設問 ①応募動機を教えてください。ご自身の言葉で記入ください （250文字以上400文字以下） ②学生時代に最も力を入れて取り組んだことについて教えてください。ご自身の言葉で記入ください pic.x.com/MYRQ4Ih0RK x.com/syukatsukame/s…,ニュートラル
2026-09-04 18:47:37,2026-09-04 06:54:00,中部電力,【🥌#アドヴィックスカップ2026】 [🇯🇵アドヴィックス常呂カーリングホール] 《予選セッション5 WOMEN》 [Sheet D] 🔴🇯🇵中部電力 ００１１ １２ＸＸ 🟰５W ０１００ ００ＸＸ 🟰１L 🟡🇯🇵北見工業大学🔨 北見工大、天才北澤圧に屈する 🎞️YouTubeLIVE(DE) youtube.com/live/OTlo-mJK7… pic.x.com/ueHv9EmFBU,ニュートラル
2026-09-04 18:47:37,2026-09-04 05:24:00,中部電力,【🥌#アドヴィックスカップ2026】 [🇯🇵アドヴィックス常呂カーリングホール] 《予選セッション5 WOMEN》 試合開始🥌 [Sheet B] 🔴🇯🇵札幌国際大学 vs 🟡🇯🇵Jewelry Ice🔨 🎞️YouTubeLIVE(B) youtube.com/live/27m_z4npm… [Sheet D] 🔴🇯🇵中部電力 vs 🟡🇯🇵北見工業大学🔨 🎞️YouTubeLIVE(DE),ニュートラル
2026-09-04 18:47:37,2026-09-04 17:51:50,中部電力,#日本株 電力・ガス 5社 + 日経平均（黒波線） 以下、利回りが高い順 === 日経225「電力・ガス」5社（基準: 2025-12-30=100）: 利回り高い順 === 日経平均(^N225) 利回り+29.16% ピーク株価(100基準)143.76 下落率-10.15% 前日比+1.26% (2026-09-04) 中部電力(9502) 利回り+21.31% pic.x.com/lyeMeKO1zL,ニュートラル
2026-09-04 18:47:37,2026-09-04 06:09:00,中部電力,【🥌#アドヴィックスカップ2026】 [🇯🇵アドヴィックス常呂カーリングホール] 《予選セッション5 WOMEN》 [Sheet D] 🔴🇯🇵中部電力 ００１１ ０１００ 🟡🇯🇵北見工業大学🔨 前半終了🥌 🎞️YouTubeLIVE(DE) youtube.com/live/OTlo-mJK7… ©️北海道カーリグツアー #カーリング #curling #WCT #HCT2026 pic.x.com/rR1XkLjEcU,ニュートラル
2026-09-04 18:47:37,2026-09-04 07:40:00,中部電力,#アドヴィックスカップ 9月4日セッション5 〈Women〉 札幌国際大学（Segawa） 4-5 Jewelry Ice（Ichiyama） 北見工業大学（Aizawa） 1-5 中部電力（Kitazawa） 〈Men〉 札幌国際大学（Ogiwara） 3-5 Hot Shot!（Noguchi） Team SEGAWA（Segawa） 10-2 Noxus（Iida） #ホクレン #スポーツナビ (C)HCT pic.x.com/fGUSezExh9,ニュートラル
2026-09-04 18:47:37,2026-09-04 06:05:00,中部電力,お、1-1 頑張れ中電輝@rakuraku77777776:05,ポジティブ
2026-09-04 18:47:37,2026-09-04 06:32:00,中部電力,多治見 北部 停電中。困った。中電連絡したけど、原因分からず。復旧目処も分からず。,ネガティブ
2026-09-04 18:47:37,2026-09-04 06:52:00,中部電力,中電さん勝ったーーー！！ おめでとーーー👏 前半渋い展開だったから、ドキドキしちゃったよw,ポジティブ
2026-09-04 18:47:37,2026-09-04 05:04:00,中部電力,返信先:@ShinShinohara名古屋なら製造業のほか、中電、東海、名鉄、東邦ガスの枠もあるけど、成績上位でないと推薦しなかったりもあり。,ニュートラル
2026-09-04 18:47:37,2026-09-04 18:05:23,中部電力,久屋大通駅地下街の中電CTIギャラリーでは、アジア・アジアパラ競技大会関連の展示がおこなわれています。 pic.x.com/gyJ6ZFthsj,ニュートラル
2026-09-04 18:47:37,2026-09-04 08:39:00,中部電力,返信先:@koako1102家の気密性断熱性でエアコンの時期は相当ちがう！木造はマジでクーラーきかんし鉄筋コンクリートはさすが。明細見ながらシミュレーション色々したことあるけど私レベルだと中電とそうかわらず。それより冬のLPガスがやばいし賃貸は会社変えれないのがキツい。シャワーは手元ストッパーのに変えたりした,ネガティブ
2026-09-04 18:47:37,2026-09-04 06:35:00,北陸電力,万博の舗装ブロック、復興公営住宅に 太陽光パネルの廃棄ガラスと能登半島地震の廃瓦を活用 北陸電力が開発(北國新聞社) #Yahooニュース news.yahoo.co.jp/articles/82475…,ニュートラル
2026-09-04 18:47:37,2026-09-04 06:54:00,関西電力,15時51分、停電解消しましたー😊 関西電力さん有難う,ポジティブ
2026-09-04 18:47:37,2026-09-04 18:02:36,関西電力,返信先:@akki_0429_net西日本は関西電力とeo光のイメージが強すぎて別々で契約してますね…,ネガティブ
2026-09-04 18:47:37,2026-09-04 08:37:00,関西電力,返信先:@riefjp機構のグリーンMBSとか、高知県とか、関西電力（トランジション）とかは出てますね,ニュートラル
2026-09-04 18:47:37,2026-09-04 18:32:36,関西電力,さすがは九州といったところで、九州電力と関西電力は合わせて10基稼働させている。一方東京は1基。東京って何ができるの？,ニュートラル
2026-09-04 18:47:37,2026-09-04 08:42:00,関西電力,東京電力関西電力東京ガス関西ガス東京都下水道局関西下水道局含めて月収手取りで2000億円ボーナス年4回一回手取りで3000億円,ニュートラル
2026-09-04 18:47:37,2026-09-04 08:32:00,関西電力,うーん、関西電力持ち始めてから29%プラスや。やっぱ夏枯れ手前くらいから持つのが正解やな。ぶっちゃけどこが底か素人には分からんしな。,ネガティブ
2026-09-04 18:47:37,2026-09-04 08:12:00,関西電力,一週間お疲れ様でした。 今日は午前中で終わりの予定が、利益乗っていた関西電力3株、後場寄付で銘柄絞り込むために売りました。 午後からは週一で通っている英会話教室へ。 英語は中学校の時から一番苦手な科目です😅 pic.x.com/xY6iQ9kjJY,ネガティブ
2026-09-04 18:47:37,2026-09-04 08:10:00,関西電力,⭐️出演情報⭐​ 関西電力CM ナレーション​ ​ 【出演】​ ​石賀 稟都（8歳） ​「新領域への挑戦」篇 youtu.be/2uUMViVOSRE?si… 「挑戦の歴史」篇 youtu.be/Fkx-Zn2487c?si… ​ #関西電力 pic.x.com/VEv1i6x6GR,ニュートラル
2026-09-04 18:47:37,2026-09-04 07:32:00,関西電力,【関西】関西電力 御坊発電所3号機(60万kW、石油火力) <更新>出力低下(設備故障・低下量27万kW)、昨日22:03から 16:27現在、復旧予定日：9月10日➤本日 停止原因：発電機設備作業による出力低下/最大低下量：270000/最小低下量：270000/平均低下量：270000,ニュートラル
2026-09-04 18:47:37,2026-09-04 07:28:00,関西電力,9/4の個別株。 調子に乗った訳ではないけど… 心が痛い。 ◯デイトレ -12950 九州電力、関西電力が候補。中々に痛い損失。 ◯中期 含み損-1.5万 手放した銘柄が伸び、保有が下がる… ◯長期 +0.3%、含み益+154.7万 ホンダが下落もJAL、SPKが健闘。 長期しか勝たん🥺 #日次,ネガティブ
2026-09-04 18:47:37,2026-09-04 17:53:36,関西電力,黒部川電気館を見学。関西電力の運営。黒部川における電源開発の歴史を知ることが出来る場所。2枚目はダムの模型。全部同じスケールの中、ひと際目立つ黒部ダム偉大ですねぇ で、グッズの購入現金不可ってナニ！？万博じゃないんだから改善してほしい #とある運転士のふるさとの空風に舞うおわら pic.x.com/7EpA0ZkDBN,ポジティブ
2026-09-04 18:47:37,2026-09-04 18:14:36,関西電力,関西電力株式会社 蹴上発電所を視察。 琵琶湖から京都へ水を導く日本遺産 琵琶湖疏水を利用した水路式水力発電所で、日本初の事業用水力発電所です。 明治24年に運転を開始され、現行の第3期蹴上発電所は今も現役で水力発電を行っています。 #ゴーゴーますなりレッツゴー竜治 #公明党 #京都市会議員 pic.x.com/2EmcOOixP3,ニュートラル
2026-09-04 18:47:37,2026-09-04 07:32:00,関西電力,JKM1は 🇯🇵と韓国の天然ガスの値段 🇮🇷戦争で2倍で一瞬になったけど ブレイクアウトしてまだ高値を更新中 NG1は 🇺🇸の天然ガスの値段 原油は大体一緒だが この違いを てか 日本にないし 天然ガスは保存も効かないし 遠くまで取りに行くのに船も特殊🚢 船会社は儲かるよ 関西電力は原発が多いので pic.x.com/CPFfqJx1aR,ネガティブ
2026-09-04 18:47:37,2026-09-04 08:07:00,関西電力,📈📈📈 4月 注目株【短期勝負】 ★5020 ENEOS ★5019 出光興産 ★1662 石油資源開発 ★1605 INPEX ★9501 東京電力HD ★9502 中部電力 ★9503 関西電力 ★9513 Jパワー その他注目銘柄はLINEで配信中👇 line.me/ti/p/WDLTvqhzdy #日本株 #注目株 #短期投資 /雇用統計,ニュートラル
2026-09-04 18:47:37,2026-09-04 18:00:36,関西電力,＼DIGITAL VORN Future Pix／ 先週に引き続き9月5日20時～は、関西電力株式会社 理事 IT戦略室長 上田晃穂さんをお迎えします。 AIで太陽光発電量や蓄電池の最適な運用を支援する「SenaSon」や、分散型サービスプラットフォーム「K-VIPS＋」など、新たな取り組みについて伺います。 pic.x.com/FrSEWEO931,ポジティブ
2026-09-04 18:47:37,2026-09-04 07:02:00,関西電力,【速報】 関西電力、「 1day仕事体験 ”Challenge Program”」エントリー開始 応募締切 : 10月26日(月) 23:59まで ES設問 ①あなたが他の方と比べて、「突き抜けている」と思える点はどこですか？ その理由もご記入ください。 30文字以上100文字以下 ②「1day仕事体験 ”Challenge pic.x.com/OJPnKDp5At,ニュートラル
2026-09-04 18:47:37,2026-09-04 05:21:00,関西電力,"8月末から急激かつ連続で上げてきた関電が下げ... 関西電力(9503) 2,959.5円 (-66.5円 -2.20%) 年初来高値(3,053円)の96.94% 他の電力も下げているので、仕方ないだろう。 で、結局何が理由で上げていたの？(笑) 市況 scrap-recycle.net 金属相場 scrap-blog.com pic.x.com/Spa7SGg9id",ニュートラル
2026-09-04 18:47:37,2026-09-04 06:06:00,関西電力,関電 中部電力 UFJ またまたイン,ニュートラル
2026-09-04 18:47:37,2026-09-04 06:39:00,関西電力,関電やっぱり上げすぎてたから円高でも上がらなかったか え、私は損切りしました👍,ポジティブ
2026-09-04 18:47:37,2026-09-04 07:02:00,関西電力,関電カスタマーセンターと名乗る詐欺電話あってん。大野やさんの田所会長が同志社やねん。 なんなの？ いえね、イエスキリストの消えたご遺体の古墳がなんで関電土地の山の中にあるんやろと。,ネガティブ
2026-09-04 18:47:37,2026-09-03 21:30:00,関西電力,サマソニ裏話！聴けて嬉しい！！ ありがとうございます💙 関電不動産開発 松田元太のHave a Nice Friday #FM大阪 #げんラジ x.com/fmosaka851/sta…,ポジティブ
2026-09-04 18:47:37,2026-09-04 08:30:00,関西電力,関電系列？の電話勧誘あり・・ 「戸建てのお宅を対象に・・」との内容。 「うち集合住宅ですぅ」（嘘） って言うと諦めてくれる😊 これからこの手で断ろ。 光電話とか屋根の修理とかの電話勧誘鬱陶しいもん💢,ネガティブ
2026-09-04 18:47:37,2026-09-03 21:30:00,関西電力,元太くんのお顔と声で今週もパワーもらいました💙 サマソニ裏話ありがとう！！ 関電不動産開発 松田元太のHave a Nice Friday #FM大阪 #げんラジ x.com/fmosaka851/sta…,ポジティブ
2026-09-04 18:47:37,2026-09-04 08:04:00,関西電力,返信先:@nikkei関電によるデータセンターの囲い込みですかね？AI時代で需要が増えるのは理解できますが、そのせいで供給が追いつかなくなったり、電気代が跳ね上がったりするのだけは本当にやめてほしいですね…。安定供給を一番に優先してほしいです。,ネガティブ
2026-09-04 18:47:37,2026-09-04 08:49:00,関西電力,朝、キオクシアこっからあがったらきれいのになぁと思っていたのに入れず。下げ止まりを確認してイビデンにイン。振り回されながらもなんとかついていって今日は勝ち。ただ、結局いちばん美味しいところは取れず。関電と稀元素もちこし pic.x.com/3KV7Rsvxa3,ポジティブ
2026-09-04 18:47:37,2026-09-04 08:32:00,中国電力,周南市、一部、なうで停電 中国電力頑張れ。 原因を早く特定し速やかに復帰して。,ネガティブ
2026-09-04 18:47:37,2026-09-04 08:32:00,中国電力,停電直った 中国電力さん、ありがとう。 x.com/yoshiboomerang…,ポジティブ
2026-09-04 18:47:37,2026-09-04 07:25:00,中国電力,youtu.be/bQInMzpWWJA?si… カープが勝つとお得になる中国電力。CMが毎回秀逸。,ポジティブ
2026-09-04 18:47:37,2026-09-04 07:30:00,中国電力,こちらの方に中国電力のCMをお見せしたよ！ 愛を感じてくださってるよ！笑 x.com/shoko_nsh/stat…,ポジティブ
2026-09-04 18:47:37,2026-09-04 05:06:00,中国電力,【チームニュース】 ★中国電力ライシス★ 「韓国遠征」 jttl.gr.jp/article/appPfR… pic.x.com/1tN5S1w2sO,ニュートラル
2026-09-04 18:47:37,2026-09-04 07:33:00,中国電力,返信先:@waiwai1132わあ、是非！ YouTubeで「中国電力 CM」と検索するとたくさん出て来ます！💪✨ ご年配の方々は特に、愛と感謝を持っていますね。広島復興のシンボルですから(◍´꒳`◍)♡,ポジティブ
2026-09-04 18:47:37,2026-09-04 07:17:00,中国電力,返信先:@waiwai1132ユニフォームを飾ってないお店はまず無いですね！ 駅ビルのお店も店員さんがユニフォーム着て接客してますから(たまにサッカーのサンフレッチェのユニも着ます)。中国電力はカープの勝率でポイント還元、テレビもカープが一番の話題で、引っ越した時はかなり驚きました笑,ポジティブ
2026-09-04 18:47:37,2026-09-04 06:42:00,中国電力,＜中国電力（本社・広島市）が山口県上関町に計画する使用済み核燃料の中間貯蔵施設建設に対し、町に隣接する柳井市の市議会は3日、計画に反対する決議案を賛成多数で可決した。＞ 使用済み核燃料の中間貯蔵施設、山口・柳井市議会が計画反対の決議｜朝日新聞（20260903）asahi.com/articles/ASV93…,ニュートラル
